阈值,最大连通子图,第二大连通子图
0.006846846846846846,8,1
0.006856856856856857,8,1
0.006866866866866867,8,1
0.006876876876876876,8,1
0.006886886886886887,8,1
0.006896896896896897,8,1
0.006906906906906906,8,1
0.006916916916916917,8,1
0.006926926926926927,8,1
0.006936936936936937,8,1
0.006946946946946947,8,1
0.006956956956956957,8,1
0.006966966966966967,8,1
0.006976976976976977,8,1
0.006986986986986987,8,1
0.006996996996996997,8,1
0.007007007007007007,8,1
0.007017017017017017,8,1
0.007027027027027027,8,1
0.007037037037037037,8,1
0.007047047047047047,8,1
0.007057057057057057,8,1
0.007067067067067067,8,1
0.007077077077077077,8,1
0.007087087087087087,8,1
0.007097097097097097,8,1
0.007107107107107107,8,1
0.007117117117117117,8,1
0.007127127127127127,7,1
0.007137137137137137,7,1
0.007147147147147147,7,1
0.007157157157157157,7,1
0.007167167167167167,7,1
0.007177177177177177,7,1
0.007187187187187187,7,1
0.007197197197197197,7,1
0.007207207207207207,7,1
0.007217217217217217,7,1
0.007227227227227227,7,1
0.007237237237237237,7,1
0.007247247247247247,7,1
0.007257257257257257,7,1
0.007267267267267267,7,1
0.007277277277277277,7,1
0.007287287287287287,7,1
0.007297297297297297,7,1
0.007307307307307307,7,1
0.007317317317317317,7,1
0.007327327327327327,7,1
0.007337337337337337,7,1
0.007347347347347347,7,1
0.007357357357357357,7,1
0.007367367367367367,7,1
0.007377377377377377,7,1
0.007387387387387387,7,1
0.007397397397397397,7,1
0.007407407407407407,7,1
0.007417417417417417,7,1
0.007427427427427427,7,1
0.007437437437437438,7,1
0.007447447447447447,7,1
0.007457457457457457,7,1
0.007467467467467468,7,1
0.007477477477477477,7,1
0.007487487487487487,7,1
0.007497497497497498,7,1
0.0075075075075075074,7,1
0.007517517517517517,7,1
0.007527527527527528,7,1
0.0075375375375375375,7,1
0.007547547547547547,7,1
0.007557557557557558,7,1
0.0075675675675675675,7,1
0.007577577577577577,7,1
0.007587587587587588,7,1
0.0075975975975975975,7,1
0.007607607607607607,7,1
0.007617617617617618,7,1
0.0076276276276276275,7,1
0.007637637637637637,7,1
0.007647647647647648,7,1
0.0076576576576576575,7,1
0.007667667667667667,7,1
0.007677677677677678,7,1
0.0076876876876876875,7,1
0.007697697697697697,7,1
0.007707707707707708,7,1
0.0077177177177177175,7,1
0.007727727727727727,7,1
0.007737737737737738,7,1
0.0077477477477477475,7,1
0.007757757757757757,7,1
0.007767767767767768,7,1
0.0077777777777777776,7,1
0.007787787787787787,7,1
0.007797797797797798,7,1
0.007807807807807808,7,1
0.007817817817817818,7,1
0.007827827827827828,7,1
0.007837837837837838,7,1
0.007847847847847847,7,1
0.007857857857857857,7,1
0.007867867867867868,7,1
0.007877877877877878,7,1
0.007887887887887888,7,1
0.007897897897897898,7,1
0.007907907907907907,7,1
0.007917917917917917,7,1
0.007927927927927928,7,1
0.007937937937937938,7,1
0.007947947947947948,7,1
0.007957957957957958,7,1
0.007967967967967967,7,1
0.007977977977977977,7,1
0.007987987987987989,7,1
0.007997997997997998,7,1
0.008008008008008008,7,1
0.008018018018018018,7,1
0.008028028028028027,7,1
0.008038038038038037,7,1
0.008048048048048049,7,1
0.008058058058058058,7,1
0.008068068068068068,7,1
0.008078078078078078,7,1
0.008088088088088087,7,1
0.008098098098098097,7,1
0.008108108108108109,7,1
0.008118118118118118,7,1
0.008128128128128128,7,1
0.008138138138138138,7,1
0.008148148148148147,7,1
0.008158158158158157,7,1
0.008168168168168169,7,1
0.008178178178178178,7,1
0.008188188188188188,7,1
0.008198198198198198,7,1
0.008208208208208207,7,1
0.008218218218218219,7,1
0.008228228228228229,7,1
0.008238238238238238,7,1
0.008248248248248248,7,1
0.008258258258258258,7,1
0.008268268268268267,7,1
0.008278278278278279,7,1
0.008288288288288289,7,1
0.008298298298298298,7,1
0.008308308308308308,7,1
0.008318318318318318,7,1
0.008328328328328327,7,1
0.008338338338338339,7,1
0.008348348348348349,7,1
0.008358358358358358,7,1
0.008368368368368368,7,1
0.008378378378378378,7,1
0.008388388388388388,7,1
0.008398398398398399,6,1
0.008408408408408409,6,1
0.008418418418418418,6,1
0.008428428428428428,6,1
0.008438438438438438,6,1
0.008448448448448448,6,1
0.008458458458458459,6,1
0.008468468468468469,6,1
0.008478478478478478,6,1
0.008488488488488488,6,1
0.008498498498498498,6,1
0.008508508508508508,6,1
0.008518518518518519,6,1
0.008528528528528529,6,1
0.008538538538538538,6,1
0.008548548548548548,6,1
0.008558558558558558,6,1
0.008568568568568568,6,1
0.008578578578578579,6,1
0.008588588588588589,6,1
0.008598598598598598,6,1
0.008608608608608608,6,1
0.008618618618618618,6,1
0.008628628628628628,6,1
0.008638638638638639,6,1
0.008648648648648649,6,1
0.008658658658658658,6,1
0.008668668668668668,6,1
0.008678678678678678,6,1
0.008688688688688688,6,1
0.008698698698698699,6,1
0.008708708708708709,6,1
0.008718718718718719,6,1
0.008728728728728728,6,1
0.008738738738738738,6,1
0.00874874874874875,6,1
0.008758758758758759,6,1
0.008768768768768769,6,1
0.008778778778778779,6,1
0.008788788788788788,6,1
0.008798798798798798,6,1
0.00880880880880881,6,1
0.00881881881881882,6,1
0.008828828828828829,6,1
0.008838838838838839,6,1
0.008848848848848848,6,1
0.008858858858858858,6,1
0.00886886886886887,6,1
0.00887887887887888,6,1
0.008888888888888889,6,1
0.008898898898898899,6,1
0.008908908908908908,6,1
0.008918918918918918,6,1
0.00892892892892893,6,1
0.00893893893893894,6,1
0.008948948948948949,6,1
0.008958958958958959,6,1
0.008968968968968968,6,1
0.008978978978978978,6,1
0.00898898898898899,6,1
0.008998998998999,6,1
0.009009009009009009,6,1
0.009019019019019019,6,1
0.009029029029029028,6,1
0.009039039039039038,6,1
0.00904904904904905,6,1
0.00905905905905906,6,1
0.009069069069069069,6,1
0.009079079079079079,6,1
0.009089089089089088,6,1
0.009099099099099098,6,1
0.00910910910910911,6,1
0.00911911911911912,6,1
0.009129129129129129,6,1
0.009139139139139139,6,1
0.009149149149149148,6,1
0.009159159159159158,6,1
0.00916916916916917,6,1
0.00917917917917918,6,1
0.009189189189189189,6,1
0.009199199199199199,6,1
0.009209209209209208,6,1
0.009219219219219218,6,1
0.00922922922922923,6,1
0.00923923923923924,6,1
0.009249249249249249,6,1
0.009259259259259259,6,1
0.009269269269269268,6,1
0.00927927927927928,6,1
0.00928928928928929,6,1
0.0092992992992993,6,1
0.009309309309309309,6,1
0.009319319319319319,6,1
0.009329329329329328,6,1
0.00933933933933934,6,1
0.00934934934934935,6,1
0.00935935935935936,5,1
0.009369369369369369,5,1
0.009379379379379379,5,1
0.009389389389389389,5,1
0.0093993993993994,5,1
0.00940940940940941,5,1
0.00941941941941942,5,1
0.009429429429429429,5,1
0.009439439439439439,5,1
0.009449449449449449,5,1
0.00945945945945946,5,1
0.00946946946946947,5,1
0.00947947947947948,5,1
0.009489489489489489,5,1
0.009499499499499499,5,1
0.009509509509509509,5,1
0.00951951951951952,5,1
0.00952952952952953,5,1
0.00953953953953954,5,1
0.00954954954954955,5,1
0.009559559559559559,5,1
0.009569569569569569,5,1
0.00957957957957958,5,1
0.00958958958958959,5,1
0.0095995995995996,5,1
0.00960960960960961,5,1
0.009619619619619619,5,1
0.009629629629629629,5,1
0.00963963963963964,5,1
0.00964964964964965,5,1
0.00965965965965966,5,1
0.00966966966966967,5,1
0.009679679679679679,5,1
0.009689689689689689,5,1
0.0096996996996997,5,1
0.00970970970970971,5,1
0.00971971971971972,5,1
0.00972972972972973,5,1
0.009739739739739739,5,1
0.00974974974974975,5,1
0.00975975975975976,5,1
0.00976976976976977,5,1
0.00977977977977978,5,1
0.00978978978978979,5,1
0.009799799799799799,5,1
0.00980980980980981,5,1
0.00981981981981982,5,1
0.00982982982982983,5,1
0.00983983983983984,5,1
0.00984984984984985,5,1
0.009859859859859859,5,1
0.00986986986986987,5,1
0.00987987987987988,5,1
0.00988988988988989,5,1
0.0098998998998999,5,1
0.00990990990990991,5,1
0.009919919919919919,5,1
0.00992992992992993,5,1
0.00993993993993994,5,1
0.00994994994994995,5,1
0.00995995995995996,5,1
0.00996996996996997,5,1
0.009979979979979979,5,1
0.00998998998998999,5,1
0.01,5,1
